uniprot_id,protein_name,n_entries,n_assigned,n_dropped,n_pockets,pocket_sizes
P62508,Estrogen-related receptor gamma,14,14.0,0.0,1,[14]
P69327,GLUCOAMYLASE-471,3,3.0,0.0,1,[3]
P62157,CALMODULIN,3,3.0,0.0,1,[3]
P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,3,3.0,0.0,1,[3]
P61965,WD REPEAT-CONTAINING PROTEIN 5,1,,,1,[1]
P61949,FLAVODOXIN,1,,,1,[1]
P61006,Ras-related protein Rab-8A,1,,,1,[1]
P60953,G25K GTP-BINDING PROTEIN,1,,,1,[1]
P60616,ALPHA-BUNGAROTOXIN ISOFORM V31,1,,,1,[1]
P60568,interleukin-2,1,,,1,[1]
P60546,Guanylate kinase,1,,,1,[1]
P60477,Isoprenyl transferase,1,,,1,[1]
P60301,Cytotoxin 3,1,,,1,[1]
P60045,Phospholipase A2,2,2.0,0.0,1,[2]
P59078,Methionine--tRNA ligase,1,,,1,[1]
P68826,Peptide deformylase,1,,,1,[1]
P69441,Adenylate kinase,2,2.0,0.0,1,[2]
P95607,"Catechol 1,2-dioxygenase",2,2.0,0.0,1,[2]
P80385,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-1,1,,,1,[1]
P95257,SecB-like chaperone Rv1957,1,,,1,[1]
P95092,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY DEOR-FAMILY),1,,,1,[1]
P93836,4-hydroxyphenylpyruvate dioxygenase,4,4.0,0.0,1,[4]
P93832,"3-isopropylmalate dehydrogenase 2, chloroplastic",1,,,1,[1]
P89884,V-bcl-2,1,,,1,[1]
P86993,Lectin,2,2.0,0.0,1,[2]
P84887,"Aromatic amine dehydrogenase; chain D, H",2,2.0,0.0,1,[2]
P82114,Basic phospholipase A2 homolog 1,1,,,1,[1]
P81461,Concanavalin V,1,,,1,[1]
P81245,ODORANT-BINDING PROTEIN,7,7.0,0.0,1,[7]
P81180,Cyanovirin-N,2,2.0,0.0,1,[2]
P80457,Xanthine dehydrogenase/oxidase,1,,,1,[1]
P80386,5'-AMP-activated protein kinase subunit beta-1,1,,,1,[1]
P80366,Fe(3+)-Zn(2+) purple acid phosphatase,1,,,1,[1]
P69834,"2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLYLTRANSFERASE, CHLOROPLASTIC",7,7.0,0.0,1,[7]
P80188,Neutrophil gelatinase-associated lipocalin,7,7.0,0.0,1,[7]
P78540,"Arginase-2, mitochondrial",8,8.0,0.0,1,[8]
P78536,ADAM 17,17,17.0,0.0,1,[17]
P78417,Glutathione S-transferase omega-1,3,3.0,0.0,1,[3]
P77348,Periplasmic murein peptide-binding protein,1,,,1,[1]
P76141,Transcriptional regulator LsrR,2,2.0,0.0,1,[2]
P76010,Flagellar brake protein YcgR,1,,,1,[1]
P73954,Membrane-associated protein slr1513,1,,,1,[1]
P73797,Slr1257 protein,1,,,1,[1]
P72583,Ycf53-like protein,2,2.0,0.0,1,[2]
P71619,Putative Sn-glycerol-3-phosphate-binding lipoprotein UgpB,1,,,1,[1]
P71447,BETA-PHOSPHOGLUCOMUTASE,1,,,1,[1]
P70365,STEROID RECEPTOR COACTIVATOR 1A,2,2.0,0.0,1,[2]
P59071,Phospholipase A2,12,12.0,0.0,1,[12]
P58154,ACETYLCHOLINE-BINDING PROTEIN,15,15.0,0.0,1,[15]
P56817,MEMAPSIN 2,267,264.0,3.0,1,[264]
P50542,PEROXISOMAL TARGETING SIGNAL 1 RECEPTOR,1,,,1,[1]
P52679,PCP degradation transcriptional activation protein,2,2.0,0.0,1,[2]
P52333,Tyrosine-protein kinase JAK3,20,20.0,0.0,1,[20]
P52298,20 KDA NUCLEAR CAP BINDING PROTEIN,2,2.0,0.0,1,[2]
P51955,SERINE/THREONINE-PROTEIN KINASE NEK2,14,14.0,0.0,1,[14]
P51812,Ribosomal protein S6 kinase alpha-3,4,3.0,1.0,1,[3]
P51784,Ubiquitin carboxyl-terminal hydrolase 11,1,,,1,[1]
P51693,Amyloid-like protein 1,1,,,1,[1]
P51617,Interleukin-1 receptor-associated kinase 1,1,,,1,[1]
P51532,Transcription activator BRG1,1,,,1,[1]
P51531,Probable global transcription activator SNF2L2,3,3.0,0.0,1,[3]
P51512,Matrix metalloproteinase-16,1,,,1,[1]
P50743,GTP-BINDING PROTEIN ENGA,1,,,1,[1]
P50579,Methionine aminopeptidase 2,16,16.0,0.0,1,[16]
P50135,Histamine N-Methyltransferase,4,4.0,0.0,1,[4]
P56734,CHIMERIC AVIDIN,1,,,1,[1]
P50120,Retinol-binding protein 2,1,,,1,[1]
P50053,Ketohexokinase,3,3.0,0.0,1,[3]
P49917,DNA ligase 4,1,,,1,[1]
P49888,ESTROGEN SULFOTRANSFERASE,1,,,1,[1]
P49862,Kallikrein-7,3,3.0,0.0,1,[3]
P49841,GLYCOGEN SYNTHASE KINASE-3 BETA,20,20.0,0.0,1,[20]
P49773,Histidine triad nucleotide-binding protein 1,12,12.0,0.0,1,[12]
P49761,DUAL SPECIFICITY PROTEIN KINASE CLK3,3,3.0,0.0,1,[3]
P49760,Dual specificity protein kinase CLK2,2,2.0,0.0,1,[2]
P49759,Dual specificity protein kinase CLK1,6,6.0,0.0,1,[6]
P49610,BETA-N-ACETYLHEXOSAMINIDASE,6,6.0,0.0,1,[6]
P49435,Adenine phosphoribosyltransferase 1,1,,,1,[1]
P49427,Ubiquitin-conjugating enzyme E2 R1,1,,,1,[1]
P52699,BETA-LACTAMASE IMP-1,4,4.0,0.0,1,[4]
P52700,Metallo-beta-lactamase L1,5,5.0,0.0,1,[5]
P52732,Kinesin-like protein KIF11,21,20.0,1.0,1,[20]
P53041,Serine/threonine-protein phosphatase 5,1,,,1,[1]
P56690,Isoleucyl-tRNA synthetase,1,,,1,[1]
P56658,Adenosine deaminase,10,10.0,0.0,1,[10]
P56524,HISTONE DEACETYLASE 4,4,3.0,1.0,1,[3]
P56463,Purine nucleoside phosphorylase DeoD-type,1,,,1,[1]
P56273,E3 ubiquitin-protein ligase Mdm2,7,7.0,0.0,1,[7]
P56221,SCYTALONE DEHYDRATASE,6,6.0,0.0,1,[6]
P56109,Fructose-bisphosphate aldolase,2,2.0,0.0,1,[2]
P56073,Shikimate kinase,1,,,1,[1]
P55899,IgG receptor FcRn large subunit p51,1,,,1,[1]
P55859,PURINE-NUCLEOSIDE PHOSPHORYLASE,8,8.0,0.0,1,[8]
P55263,Adenosine kinase,3,3.0,0.0,1,[3]
P55201,PEREGRIN,11,11.0,0.0,1,[11]
P55144,Tyrosine-protein kinase receptor TYRO3,3,3.0,0.0,1,[3]
P55055,Oxysterols receptor LXR-beta,9,2.0,7.0,1,[2]
P55042,GTP-binding protein RAD,3,3.0,0.0,1,[3]
P54818,GALACTOCEREBROSIDASE,2,2.0,0.0,1,[2]
P54764,Ephrin type-A receptor 4,3,3.0,0.0,1,[3]
P54760,EPHRIN TYPE-B RECEPTOR 4,13,13.0,0.0,1,[13]
P54578,Ubiquitin carboxyl-terminal hydrolase 14,1,,,1,[1]
P54274,Telomeric repeat-binding factor 1,2,2.0,0.0,1,[2]
P53934,Carnosine N-methyltransferase,1,,,1,[1]
P53634,Dipeptidyl peptidase 1 Heavy chain,10,10.0,0.0,1,[10]
P53617,Protein NRD1,2,2.0,0.0,1,[2]
P53582,Methionine aminopeptidase 1,18,18.0,0.0,1,[18]
P53368,"7,8-dihydro-8-oxoguanine triphosphatase",2,2.0,0.0,1,[2]
P53355,DEATH-ASSOCIATED PROTEIN KINASE 1,6,6.0,0.0,1,[6]
P53350,SERINE/THREONINE-PROTEIN KINASE PLK,26,16.0,10.0,1,[16]
P95276,Probable epoxide hydrolase ephB,1,,,1,[1]
P96257,Probable glutamine-binding lipoprotein GlnH (GLNBP),1,,,1,[1]
Q12118,Small glutamine-rich tetratricopeptide repeat-containing protein 2,1,,,1,[1]
Q04ML5,Adenylate kinase,1,,,1,[1]
Q07599,Neuraminidase,3,3.0,0.0,1,[3]
Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",25,25.0,0.0,1,[25]
Q07075,Glutamyl aminopeptidase,1,,,1,[1]
Q07010,Hypoxanthine-guanine phosphoribosyltransferase,3,3.0,0.0,1,[3]
Q06GJ0,N-acetylglucosaminidase,5,5.0,0.0,1,[5]
Q06187,TYROSINE-PROTEIN KINASE BTK,41,39.0,2.0,1,[39]
Q06151,m7GpppX diphosphatase,1,,,1,[1]
Q06135,"1,3-beta-glucanosyltransferase GAS2",6,6.0,0.0,1,[6]
Q06121,INDOLE-3-GLYCEROL PHOSPHATE SYNTHASE,1,,,1,[1]
Q05823,2-5A-dependent ribonuclease,1,,,1,[1]
Q05816,"FATTY ACID-BINDING PROTEIN, EPIDERMAL",1,,,1,[1]
Q05769,Prostaglandin G/H synthase 2,1,,,1,[1]
Q05320,"Envelope glycoprotein,Envelope glycoprotein,Envelope glycoprotein",2,2.0,0.0,1,[2]
Q04771,Activin receptor type-1,4,4.0,0.0,1,[4]
Q07817,Apoptosis regulator Bcl-X,11,5.0,6.0,1,[5]
Q04759,"Protein kinase C, theta type",2,2.0,0.0,1,[2]
Q04724,TRANSDUCIN-LIKE ENHANCER PROTEIN 1,2,2.0,0.0,1,[2]
Q04609,GLUTAMATE CARBOXYPEPTIDASE II,47,47.0,0.0,1,[47]
Q04437,ATP-dependent DNA helicase II subunit 2,1,,,1,[1]
Q03181,PROTEIN (PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR (PPAR-DELTA)),6,6.0,0.0,1,[6]
Q03137,EPHRIN TYPE-A RECEPTOR 4,2,2.0,0.0,1,[2]
Q03111,Protein ENL,6,6.0,0.0,1,[6]
Q02RL6,tRNA (guanine-N(1)-)-methyltransferase,2,2.0,0.0,1,[2]
Q02834,SIALIDASE,1,,,1,[1]
Q02763,Angiopoietin-1 receptor,3,3.0,0.0,1,[3]
Q02750,Dual specificity mitogen-activated protein kinase kinase 1,5,5.0,0.0,1,[5]
Q02647,"Dynein light chain 1, cytoplasmic",1,,,1,[1]
Q02410,X11,1,,,1,[1]
Q07785,CELL DIVISION CONTROL PROTEIN 2 HOMOLOG,2,2.0,0.0,1,[2]
Q07820,Induced myeloid leukemia cell differentiation protein Mcl-1,32,32.0,0.0,1,[32]
P96711,Arabinose metabolism transcriptional repressor,1,,,1,[1]
Q0KKI6,"Crenezumab Fab light chain,Immunoblobulin light chain",1,,,1,[1]
Q12051,Geranylgeranyl pyrophosphate synthetase,12,12.0,0.0,1,[12]
Q10QA5,Probable strigolactone esterase D14,2,2.0,0.0,1,[2]
Q10714,angiotensin converting enzyme,8,8.0,0.0,1,[8]
Q10471,POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 2,2,2.0,0.0,1,[2]
Q0TR53,HYALURONIDASE,4,4.0,0.0,1,[4]
Q0T8Y8,FimH protein,2,2.0,0.0,1,[2]
Q0S7Q0,Probable CoA-transferase beta subunit,1,,,1,[1]
Q0PC20,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,5,5.0,0.0,1,[5]
Q0P9X8,MAJOR CELL-BINDING FACTOR,1,,,1,[1]
Q0P9S0,putative amino-acid transporter periplasmic solute-binding protein,1,,,1,[1]
Q0P9D1,UDP-N-acetylbacillosamine N-acetyltransferase,1,,,1,[1]
Q0P8Q4,ENTEROCHELIN UPTAKE PERIPLASMIC BINDING PROTEIN,5,5.0,0.0,1,[5]
Q0P844,Putative peptide ABC-transport system periplasmic peptide-binding protein,1,,,1,[1]
Q0ED31,clade A/E 93TH057 HIV-1 gp120 core,5,5.0,0.0,1,[5]
Q07869,PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR ALPHA,4,4.0,0.0,1,[4]
Q0A480,Neuraminidase,1,,,1,[1]
Q09JX9,Lipocalin,1,,,1,[1]
Q09JR9,Lipocalin,1,,,1,[1]
Q09490,Protein lgg-1,1,,,1,[1]
Q09472,Histone acetyltransferase p300,4,3.0,1.0,1,[3]
Q09028,Histone-binding protein RBBP4,3,3.0,0.0,1,[3]
Q08638,BETA-GLUCOSIDASE,21,21.0,0.0,1,[21]
Q08603,Geranylgeranyl transferase type-2 subunit beta,12,12.0,0.0,1,[12]
Q08499,cAMP-specific phosphodiesterase PDE4D2,38,38.0,0.0,1,[38]
Q08345,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,12,12.0,0.0,1,[12]
Q08209,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,1,,,1,[1]
Q5VWG9,Transcription initiation factor TFIID subunit 3,2,2.0,0.0,1,[2]
Q07889,Son of sevenless homolog 1,11,11.0,0.0,1,[11]
Q02293,FPT BETA-SUBUNIT,11,11.0,0.0,1,[11]
Q01812,"Glutamate receptor ionotropic, kainate 4,Glutamate receptor ionotropic, kainate 4",1,,,1,[1]
Q01693,AMINOPEPTIDASE,5,5.0,0.0,1,[5]
P9WHT9,Proteasome subunit beta,1,,,1,[1]
P9WMC1,TRANSCRIPTIONAL REGULATORY REPRESSOR PROTEIN (TETR-FAMILY) ETHR,15,15.0,0.0,1,[15]
P9WMB9,HTH-type transcriptional repressor KstR2,1,,,1,[1]
P9WKX5,Putative ATPase Rv3679,2,2.0,0.0,1,[2]
P9WKE1,THYMIDYLATE KINASE TMK,6,6.0,0.0,1,[6]
P9WK19,Methionine aminopeptidase,6,6.0,0.0,1,[6]
P9WK17,Malate synthase G,7,7.0,0.0,1,[7]
P9WJ61,Diterpene synthase,1,,,1,[1]
P9WIL5,Purine Nucleoside Phosphorylase,7,6.0,1.0,1,[6]
P9WIL4,Pantothenate synthetase,5,5.0,0.0,1,[5]
P9WIJ3,Peptide deformylase,1,,,1,[1]
P9WID5,Adenosine kinase,7,7.0,0.0,1,[7]
P9WI81,Serine/threonine-protein kinase PknB,1,,,1,[1]
P9WI73,Probable serine/threonine-protein kinase pknG,1,,,1,[1]
P9WHQ9,Hypoxanthine-guanine phosphoribosyltransferase,2,2.0,0.0,1,[2]
Q01567,Lipoprotein OutS,1,,,1,[1]
P9WG43,Triosephosphate isomerase,1,,,1,[1]
P9WFY7,tRNA (guanine-N(1)-)-methyltransferase,1,,,1,[1]
P9WFX9,Tryptophan synthase beta chain,2,2.0,0.0,1,[2]
P9WFX5,Anthranilate phosphoribosyltransferase,6,6.0,0.0,1,[6]
P9WFV1,LEUCYL-TRNA SYNTHETASE,3,3.0,0.0,1,[3]
P9WFK7,N-acetyltransferase Eis,2,2.0,0.0,1,[2]
P98170,Baculoviral IAP repeat-containing protein 4,20,20.0,0.0,1,[20]
P97612,FATTY-ACID AMIDE HYDROLASE 1,4,4.0,0.0,1,[4]
P97571,Calpain-1 catalytic subunit,2,2.0,0.0,1,[2]
P97477,serine/threonine kinase 6,2,2.0,0.0,1,[2]
P97287,FUSION PROTEIN CONSISTING OF INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL-1 HOMOLOG,4,4.0,0.0,1,[4]
P96884,BirA bifunctional protein,1,,,1,[1]
P96830,Phosphotyrosine protein phosphatase ptpb,1,,,1,[1]
P9WN31,Nitrogen regulatory protein P-II,1,,,1,[1]
P9WN39,GLUTAMINE SYNTHETASE 1,3,3.0,0.0,1,[3]
P9WN93,Fumarate hydratase class II,4,4.0,0.0,1,[4]
P9WNG3,3-oxoacyl-[acyl-carrier-protein] synthase 3,1,,,1,[1]
Q01469,FATTY ACID BINDING PROTEIN,3,3.0,0.0,1,[3]
Q01454,DNA polymerase alpha-binding protein,1,,,1,[1]
Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",5,5.0,0.0,1,[5]
Q00987,Ubiquitin-protein ligase E3 Mdm2,62,62.0,0.0,1,[62]
Q00972,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",6,6.0,0.0,1,[6]
Q00960,"Glutamate receptor ionotropic, NMDA 2B",3,3.0,0.0,1,[3]
Q00955,ACETYL-COENZYME A CARBOXYLASE,6,5.0,1.0,1,[5]
Q00944,FOCAL ADHESION KINASE 1,7,7.0,0.0,1,[7]
Q00688,FKBP25,2,2.0,0.0,1,[2]
Q00684,Tyrosine-protein phosphatase CDC14,1,,,1,[1]
Q00535,CYCLIN-DEPENDENT KINASE 5,5,5.0,0.0,1,[5]
Q00534,CYCLIN-DEPENDENT KINASE 6,3,3.0,0.0,1,[3]
Q000H7,HIV-1 protease,3,3.0,0.0,1,[3]
P9WQD9,3-oxoacyl-[acyl-carrier-protein] synthase 1,4,4.0,0.0,1,[4]
P9WQB3,2-isopropylmalate synthase,1,,,1,[1]
P9WQA3,FRUCTOSE-BISPHOSPHATE ALDOLASE,3,3.0,0.0,1,[3]
P9WPX7,3-DEHYDROQUINATE DEHYDRATASE,9,9.0,0.0,1,[9]
P9WPQ5,ATP-dependent dethiobiotin synthetase BioD,2,2.0,0.0,1,[2]
P9WPC9,Probable ATP-dependent Clp protease ATP-binding subunit,4,4.0,0.0,1,[4]
P9WPA7,PANTOTHENATE KINASE,2,2.0,0.0,1,[2]
P9WP01,PURINE NUCLEOSIDE PHOSPHORYLASE,2,2.0,0.0,1,[2]
P9WNX1,Dihydrofolate reductase,3,3.0,0.0,1,[3]
P9WNU1,DNA POLYMERASE III SUBUNIT BETA,2,2.0,0.0,1,[2]
P9WNS5,Deoxyuridine 5'-triphosphate nucleotidohydrolase,3,3.0,0.0,1,[3]
P9WNS1,1-DEOXY-D-XYLULOSE 5-PHOSPHATE REDUCTOISOMERASE,3,3.0,0.0,1,[3]
P9WNP5,"1,4-Dihydroxy-2-naphthoyl-CoA synthase",1,,,1,[1]
P9WNL5,Arabinosyltransferase C,1,,,1,[1]
Q5V8X3,Polymerase basic protein 2,1,,,1,[1]
Q6GJI9,Thymidylate kinase,8,8.0,0.0,1,[8]
Q5Y7D3,MHC class II HLA-DQ-beta-1,1,,,1,[1]
Q9KS12,RTX toxin RtxA,2,2.0,0.0,1,[2]
Q9KL26,Methyl-accepting chemotaxis (MCP) signaling domain protein,1,,,1,[1]
Q9KDT3,TRANSPORTER,1,,,1,[1]
Q9K2N0,BETA-LACTAMASE CLASS B VIM-2,19,19.0,0.0,1,[19]
Q9JYV4,Aminopeptidase N,4,4.0,0.0,1,[4]
Q9JYL2,Succinyl-diaminopimelate desuccinylase,1,,,1,[1]
Q9JPG4,Lipoprotein,1,,,1,[1]
Q9JLU4,SH3 and multiple ankyrin repeat domains protein 3,2,2.0,0.0,1,[2]
Q9JHD1,Histone acetyltransferase KAT2B,1,,,1,[1]
Q9J2R0,pol protein,1,,,1,[1]
Q9I834,Basic phospholipase A2 homolog 2,1,,,1,[1]
Q9I7C4,DNA polymerase III subunit beta,1,,,1,[1]
Q9I6J1,Polyamine transport protein,1,,,1,[1]
Q9I6J0,Polyamine transport protein,1,,,1,[1]
Q9I4K6,probable fosfomycin resistance protein,1,,,1,[1]
Q9I194,Acyl-homoserine lactone acylase PvdQ subunit beta,5,5.0,0.0,1,[5]
Q9I116,Metal-pseudopaline receptor CntO,1,,,1,[1]
Q9I0I4,Probable chemotaxis transducer,1,,,1,[1]
Q9I000,Phospho-2-dehydro-3-deoxyheptonate aldolase,1,,,1,[1]
Q9HZN8,Thymidylate kinase,1,,,1,[1]
Q9HZE7,PelD,3,3.0,0.0,1,[3]
Q9HZ64,Putative uncharacterized protein,1,,,1,[1]
Q9HYR3,Engineered Digoxigenin binder protein DIG10.2,1,,,1,[1]
Q9HY69,Alginate biosynthesis protein Alg44,1,,,1,[1]
Q9HXM1,Acetoin utilization protein,3,3.0,0.0,1,[3]
Q9HWY4,GERANYLTRANSTRANSFERASE,1,,,1,[1]
Q9HVB9,Carbonic anhydrase,1,,,1,[1]
Q9HV14,Uncharacterized protein,1,,,1,[1]
Q9HUT5,Probable transcriptional regulator,1,,,1,[1]
Q9HUK6,Protein FimX,1,,,1,[1]
Q9KPI8,MTA/SAH nucleosidase,1,,,1,[1]
Q9KU37,Beta-hexosaminidase,3,3.0,0.0,1,[3]
Q9HGR1,Putative SAM-dependent O-methyltranferase,1,,,1,[1]
Q9KUV7,MSHA biogenesis protein MshE,1,,,1,[1]
Q9NZK7,Group IIE secretory phospholipase A2,5,5.0,0.0,1,[5]
Q9NZJ5,Eukaryotic translation initiation factor 2-alpha kinase 3,6,6.0,0.0,1,[6]
Q9NZH8,Interleukin-36 gamma,1,,,1,[1]
Q9NZD2,Glycolipid transfer protein,3,3.0,0.0,1,[3]
Q9NYY3,Serine/threonine-protein kinase PLK2,4,4.0,0.0,1,[4]
Q9NYL2,Mitogen-activated protein kinase kinase kinase MLT,3,3.0,0.0,1,[3]
Q9NYA1,SPHINGOSINE KINASE 1,1,,,1,[1]
Q9NY33,Dipeptidyl peptidase 3,3,3.0,0.0,1,[3]
Q9NXS2,Glutaminyl-peptide cyclotransferase-like protein,3,3.0,0.0,1,[3]
Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",1,,,1,[1]
Q9NWZ3,Interleukin-1 receptor-associated kinase 4,20,20.0,0.0,1,[20]
Q9NWT6,HYPOXIA-INDUCIBLE FACTOR 1-ALPHA INHIBITOR,1,,,1,[1]
Q9NTX7,E3 ubiquitin-protein ligase RNF146,1,,,1,[1]
Q9NTG7,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",3,3.0,0.0,1,[3]
Q9NSY1,BMP-2-inducible protein kinase,2,2.0,0.0,1,[2]
Q9NRG4,N-lysine methyltransferase SMYD2,4,4.0,0.0,1,[4]
Q9NRD5,PRKCA-binding protein,2,2.0,0.0,1,[2]
Q9NQR1,N-lysine methyltransferase KMT5A,3,3.0,0.0,1,[3]
Q9NQG6,Mitochondrial dynamic protein MID51,2,2.0,0.0,1,[2]
Q9NPB1,"5'(3')-deoxyribonucleotidase, mitochondrial",3,3.0,0.0,1,[3]
Q9NP87,DNA-directed DNA/RNA polymerase mu,8,8.0,0.0,1,[8]
Q9NG96,chemosensory protein,2,2.0,0.0,1,[2]
Q9NDH8,Enolase,1,,,1,[1]
Q9N1E2,PHOSPHOGLUCOSE ISOMERASE,2,2.0,0.0,1,[2]
Q9LT15,Sugar transport protein 10,1,,,1,[1]
Q9LLQ2,PR10.2B,1,,,1,[1]
Q9L5C8,Beta-lactamase,6,6.0,0.0,1,[6]
Q9L5C7,Beta-lactamase,1,,,1,[1]
Q9KVG7,Cyclic AMP-GMP synthase,3,2.0,1.0,1,[2]
Q9HU22,GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE,8,8.0,0.0,1,[8]
Q9HD26,Golgi-associated PDZ and coiled-coil motif-containing protein,2,2.0,0.0,1,[2]
Q5ZVS2,GLUCOSYLTRANSFERASE,1,,,1,[1]
Q9C1S9,CELLOBIOHYDROLASE II,1,,,1,[1]
Q9BZP6,Acidic mammalian chitinase,3,3.0,0.0,1,[3]
Q9BZ95,Histone-lysine N-methyltransferase NSD3,4,3.0,1.0,1,[3]
Q9BYW2,Histone-lysine N-methyltransferase SETD2,4,4.0,0.0,1,[4]
Q9BY41,HISTONE DEACETYLASE 8,9,9.0,0.0,1,[9]
Q9BXW4,Microtubule-associated proteins 1A/1B light chain 3C,1,,,1,[1]
Q9BX68,"Histidine triad nucleotide-binding protein 2, mitochondrial",1,,,1,[1]
Q9BVS4,Serine/threonine-protein kinase RIO2,1,,,1,[1]
Q9BVA6,Adenosine monophosphate-protein transferase FICD,1,,,1,[1]
Q9BV86,N-terminal Xaa-Pro-Lys N-methyltransferase 1,5,5.0,0.0,1,[5]
Q9BSI4,TERF1-interacting nuclear factor 2,1,,,1,[1]
Q9BRR9,Rho GTPase-activating protein 9,1,,,1,[1]
Q9BMI9,Purine-nucleoside phosphorylase,2,2.0,0.0,1,[2]
Q9BJF5,Calmodulin-domain protein kinase 1,12,12.0,0.0,1,[12]
Q9BH77,enoyl-acyl carrier reductase,2,2.0,0.0,1,[2]
Q9BE39,Myosin-7,1,,,1,[1]
Q9AYY6,TAIL SPIKE PROTEIN,1,,,1,[1]
Q9APF7,Major acid phosphatase,1,,,1,[1]
Q9AMP1,Chitinase A,8,8.0,0.0,1,[8]
Q9AJS0,Cellulase,2,2.0,0.0,1,[2]
Q9AJF5,Solute-binding protein,2,2.0,0.0,1,[2]
Q9AIU7,DNA LIGASE,1,,,1,[1]
Q9AIU0,HTH-TYPE TRANSCRIPTIONAL REGULATOR TTGR,1,,,1,[1]
Q9A5I0,ATP-dependent Clp protease adapter protein clpS,1,,,1,[1]
Q9A4Z9,L-Arginine carboxypeptidase Cc2672,1,,,1,[1]
Q9A1B7,Glutamate Racemase,1,,,1,[1]
Q99LC4,Fab Heavy Chain (IgG1),3,3.0,0.0,1,[3]
Q99J99,Sulfurtransferase,2,2.0,0.0,1,[2]
Q99873,Protein arginine N-methyltransferase 1,1,,,1,[1]
Q99816,Tumor susceptibility gene 101 protein,1,,,1,[1]
Q9C0B1,Alpha-ketoglutarate-dependent dioxygenase FTO,5,5.0,0.0,1,[5]
Q9C9C9,Cytosolic sulfotransferase 18,1,,,1,[1]
Q9HC52,Chromobox protein homolog 8,1,,,1,[1]
Q9CCZ4,HYPOTHETICAL PROTEIN ML2640,1,,,1,[1]
Q9HC16,DNA dC->dU-editing enzyme APOBEC-3G,1,,,1,[1]
Q9HBH1,"Peptide deformylase, mitochondrial",1,,,1,[1]
Q9HAZ1,Dual specificity protein kinase CLK4,1,,,1,[1]
Q9H9E1,Ankyrin repeat family A protein 2,4,4.0,0.0,1,[4]
Q9H9B1,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 5",9,9.0,0.0,1,[9]
Q9H999,Pantothenate kinase 3,1,,,1,[1]
Q9H8S9,MOB kinase activator 1A,1,,,1,[1]
Q9H8M2,BROMODOMAIN-CONTAINING PROTEIN 9,16,16.0,0.0,1,[16]
Q9H7Z6,Histone acetyltransferase KAT8,5,5.0,0.0,1,[5]
Q9H7X0,N-alpha-acetyltransferase 60,1,,,1,[1]
Q9H2K2,Tankyrase-2,107,101.0,6.0,1,[101]
Q9H0R8,Gamma-aminobutyric acid receptor-associated protein-like 1,2,2.0,0.0,1,[2]
Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5,1,,,1,[1]
Q9GZU7,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,1,,,1,[1]
Q9GZT9,Egl nine homolog 1,11,11.0,0.0,1,[11]
Q9GZQ8,Microtubule-associated proteins 1A/1B light chain 3B,1,,,1,[1]
Q9GPQ4,INOSINE-ADENOSINE-GUANOSINE-PREFERRING NUCLEOSIDE HYDROLASE,3,3.0,0.0,1,[3]
Q9GJ77,Major histocompatibility complex class I,4,4.0,0.0,1,[4]
Q9FYY0,Limit dextrinase,1,,,1,[1]
Q9FV53,"Peptide deformylase 1A, chloroplastic/mitochondrial",2,2.0,0.0,1,[2]
Q9FD73,Mevalonate diphosphate decarboxylase,6,6.0,0.0,1,[6]
Q9FCE4,Nickel responsive protein,1,,,1,[1]
Q9F663,Carbapenem-hydrolyzing beta-lactamase KPC,7,7.0,0.0,1,[7]
Q9EY50,FemX,1,,,1,[1]
Q9E7M1,gag-pro-pol polyprotein,3,3.0,0.0,1,[3]
Q9D1A2,Cytosolic non-specific dipeptidase,1,,,1,[1]
Q9CZW6,E3 ubiquitin-protein ligase RNF146,1,,,1,[1]
Q9CQV8,14-3-3 protein beta/alpha,1,,,1,[1]
Q9CES5,Glutamine ABC transporter permease and substrate binding protein protein,1,,,1,[1]
Q9NZQ7,Programmed cell death 1 ligand 1,3,3.0,0.0,1,[3]
Q9P1W9,Serine/threonine-protein kinase pim-2,1,,,1,[1]
Q9P2K8,eIF-2-alpha kinase GCN2,1,,,1,[1]
